cancion,artista,playlist,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,Lista Rep,liked
Te quiero puta!,Rammstein,37i9dQZF1DZ06evO3RbzfW,0KwqP13BnZMIycfxnqWtK1,0.496,0.934,5,-5.305,0.145,7.84e-05,0.344,0.115,0.268,This is Rammstein,1
Cintura Pa' Abajo,Ghetto Kids,6L3dKN1gZU74cStCIgA0yS,0n8h8oHqIib4KnX5PSkJjb,0.738,0.892,9,-2.254,0.101,0.225,0.000509,0.0837,0.945,Perreo para barrer el piso con la cola,0
No Me Conoce - Remix,Jhay Cortez,6L3dKN1gZU74cStCIgA0yS,7rknFhrVDyxzTJkPSf7LoW,0.794,0.79,10,-3.855,0.0599,0.144,0.0,0.0893,0.577,Perreo para barrer el piso con la cola,0
Rikala,Ramses,6L3dKN1gZU74cStCIgA0yS,7aoCgZ7Kyi0TT2brQkvuve,0.826,0.671,9,-6.262,0.118,0.205,1.46e-06,0.17,0.769,Perreo para barrer el piso con la cola,0
Mexicana (feat. El Malilla),Ghetto Kids,6L3dKN1gZU74cStCIgA0yS,73APnBn08CSe4ygy3L3Be8,0.87,0.863,1,-3.302,0.213,0.455,0.0,0.242,0.813,Perreo para barrer el piso con la cola,0
Pa Perrear,LOOJAN,6L3dKN1gZU74cStCIgA0yS,6CRAqSjXP06jy67jdLrTyp,0.679,0.905,8,-4.082,0.185,0.26,0.00119,0.26,0.85,Perreo para barrer el piso con la cola,0
Guatauba,Plan B,6L3dKN1gZU74cStCIgA0yS,49BRJ7mvUjmT7zYYq64Z2d,0.805,0.745,4,-5.963,0.224,0.00849,0.000942,0.0378,0.638,Perreo para barrer el piso con la cola,0
Rompelo,DJ Pedro Fuentes,6L3dKN1gZU74cStCIgA0yS,6k2evQXcf7n9Lbc7V5XkOX,0.891,0.815,7,-6.326,0.116,0.0328,4.44e-06,0.293,0.838,Perreo para barrer el piso con la cola,0
En Secreto,Kid Moonsta,6L3dKN1gZU74cStCIgA0yS,6h68rqoCAABbJYPYSYqtQO,0.681,0.788,8,-5.342,0.191,0.398,0.000126,0.0876,0.66,Perreo para barrer el piso con la cola,0
Quédate Más,Malahia,6L3dKN1gZU74cStCIgA0yS,3nEQoBZWPa15jExx9mSdwZ,0.68,0.702,4,-4.137,0.115,0.165,2.16e-05,0.332,0.451,Perreo para barrer el piso con la cola,0
Agárrala - Remix,Trebol Clan,6L3dKN1gZU74cStCIgA0yS,43yyvWNjl3yWpghcrxZYkr,0.731,0.741,9,-7.978,0.0418,0.0812,0.0245,0.0993,0.862,Perreo para barrer el piso con la cola,0
Karma,Malahia,6L3dKN1gZU74cStCIgA0yS,73yH2VloOqWMa2nOEAOZJS,0.636,0.642,2,-6.153,0.33,0.498,0.0337,0.204,0.616,Perreo para barrer el piso con la cola,0
Sacudelo,Mad Fuentes,6L3dKN1gZU74cStCIgA0yS,3EJ3sfAUTiZoyU8Vu0J05j,0.886,0.876,8,-3.304,0.148,0.0643,0.0003,0.261,0.884,Perreo para barrer el piso con la cola,0
Pa Mentir Soy una Especialista,Malahia,6L3dKN1gZU74cStCIgA0yS,2QbVrj3DYS7TwBhHQp4bJi,0.697,0.817,0,-4.284,0.0766,0.5,0.0,0.32,0.782,Perreo para barrer el piso con la cola,0
Maripilili,Bayron Fire,6L3dKN1gZU74cStCIgA0yS,49yDQnnHEJWRscoRYQrroF,0.943,0.785,1,-2.856,0.093,0.574,0.0,0.552,0.727,Perreo para barrer el piso con la cola,0
Estrella de cine,LOW D,6L3dKN1gZU74cStCIgA0yS,6hbt4GiS6IhrYMPRXUNe9n,0.669,0.754,8,-3.326,0.117,0.563,0.0,0.107,0.555,Perreo para barrer el piso con la cola,0
Bon Appetit,Ziklo,6L3dKN1gZU74cStCIgA0yS,6QQUBksnxXfbhdei3biVK8,0.753,0.784,1,-5.806,0.0419,0.154,0.0,0.14,0.404,Perreo para barrer el piso con la cola,0
Lluvia De Micheladas,Bellakath,6L3dKN1gZU74cStCIgA0yS,1YAqv5QidJkRcwZo1FV6s1,0.809,0.722,0,-4.248,0.234,0.179,0.0,0.256,0.659,Perreo para barrer el piso con la cola,0
West Love,Easy Mo,6L3dKN1gZU74cStCIgA0yS,74d3UeGaXLnkDl572Sonn6,0.644,0.816,11,-3.154,0.0566,0.44,0.0,0.0763,0.637,Perreo para barrer el piso con la cola,0
Tu Haces,Cindy & Mei,6L3dKN1gZU74cStCIgA0yS,6299HOxKzxhku9TDODRSk3,0.856,0.558,1,-7.464,0.182,0.0071,0.0,0.0746,0.504,Perreo para barrer el piso con la cola,0
Desnudate,Big Metra,6L3dKN1gZU74cStCIgA0yS,4BXXTruUHBXHQoSbvTDQR4,0.935,0.754,0,-6.117,0.122,0.0126,4.18e-06,0.0933,0.824,Perreo para barrer el piso con la cola,0
Cochinae,Julianno Sosa,6L3dKN1gZU74cStCIgA0yS,01EzG8Qg7oQqYMTNV5YkOW,0.855,0.72,6,-7.953,0.0516,0.0626,0.0187,0.268,0.948,Perreo para barrer el piso con la cola,0
Soltero,Jamsha,6L3dKN1gZU74cStCIgA0yS,64oTW6tbhpS4c3p2sUwWeC,0.874,0.779,0,-5.697,0.0837,0.00257,1.76e-06,0.0672,0.85,Perreo para barrer el piso con la cola,0
Drama,Kid Moonsta,6L3dKN1gZU74cStCIgA0yS,6bjQPEM9iLu5Sw3FNcXblM,0.727,0.654,8,-7.425,0.124,0.23,0.000564,0.324,0.355,Perreo para barrer el piso con la cola,0
Bailoteo,Arian El Especialista,6L3dKN1gZU74cStCIgA0yS,4SVcyLSUkXwUBpnHYCfM9v,0.631,0.629,4,-6.169,0.043,0.0795,0.0,0.181,0.439,Perreo para barrer el piso con la cola,0
La Gata de la Agricola Oriental - Remastered,DJ Bull Blood,6L3dKN1gZU74cStCIgA0yS,6e5f1CjmA2tdIXCBPljlk9,0.736,0.899,4,-6.198,0.13,0.00155,3.13e-05,0.382,0.592,Perreo para barrer el piso con la cola,0
Fantasías,Arian El Especialista,6L3dKN1gZU74cStCIgA0yS,6yEtTHMpImrLPmP9UgItLE,0.652,0.713,11,-5.877,0.249,0.161,3.6e-06,0.207,0.67,Perreo para barrer el piso con la cola,0
Dioza,LOOJAN,6L3dKN1gZU74cStCIgA0yS,5Wll8fBMWCf3jeqFg0zmeR,0.754,0.901,5,-2.376,0.0562,0.275,0.0,0.357,0.828,Perreo para barrer el piso con la cola,0
Frambuesa,Kelo wt,6L3dKN1gZU74cStCIgA0yS,6yzeMjMPEbUrCLGDGYaJxz,0.881,0.53,7,-10.07,0.124,0.628,0.000168,0.119,0.35,Perreo para barrer el piso con la cola,0
Intro Teléfono Perreo Rkt - feat. Mister Remix,Luciano DJ,6L3dKN1gZU74cStCIgA0yS,6wGH5DubI46XGN7JoSUOZ6,0.879,0.727,6,-5.978,0.115,0.0558,4.21e-06,0.0687,0.294,Perreo para barrer el piso con la cola,0
Mai Grita,Dj Joe,6L3dKN1gZU74cStCIgA0yS,2Rrt4t4Byalm259Ea88Q6G,0.875,0.813,4,-5.221,0.154,0.247,0.0,0.291,0.96,Perreo para barrer el piso con la cola,0
Buyaka Rkt,Kid Moonsta,6L3dKN1gZU74cStCIgA0yS,5pVC6LKhC6xrQz4yEYfoid,0.592,0.612,3,-5.736,0.152,0.239,0.0,0.388,0.598,Perreo para barrer el piso con la cola,0
Como Mi Nena No Hay (feat. Master Joe y O.G. Black),Sir Speedy,6L3dKN1gZU74cStCIgA0yS,733FRL9y0I7Pm1QZBeMm6X,0.751,0.83,6,-6.016,0.138,0.00782,1.55e-05,0.912,0.733,Perreo para barrer el piso con la cola,0
Tra Tra Tra Remix - Remix,Ghetto Kids,6L3dKN1gZU74cStCIgA0yS,4YqCBC4FwzGXuhixt5cgmm,0.847,0.736,1,-4.542,0.266,0.0532,0.000142,0.0302,0.876,Perreo para barrer el piso con la cola,0
Low Battery,Jay Morales,6L3dKN1gZU74cStCIgA0yS,6nzuq3Rils7W7l2aWtJAVe,0.795,0.604,6,-4.611,0.129,0.0456,0.000253,0.0918,0.548,Perreo para barrer el piso con la cola,0
Frikitona,Plan B,6L3dKN1gZU74cStCIgA0yS,5JDjxO6F0RrLkzAdIOG6P3,0.947,0.874,2,-3.813,0.176,0.316,0.0,0.372,0.835,Perreo para barrer el piso con la cola,0
A Ella Le Encanta,Jay Morales,6L3dKN1gZU74cStCIgA0yS,5AM76aZjHadbNNh4RA7lG4,0.835,0.883,4,-1.193,0.058,0.0926,0.000637,0.107,0.86,Perreo para barrer el piso con la cola,0
Chulo Sin H (feat. De la Ghetto),Jowell & Randy,6L3dKN1gZU74cStCIgA0yS,612Koiy5VTKIzNy5hNpZfl,0.734,0.884,5,-5.232,0.289,0.0626,0.0,0.31,0.848,Perreo para barrer el piso con la cola,0
El Funeral De La Canoa,Jowell & Randy,6L3dKN1gZU74cStCIgA0yS,6nEyuINu7igqa8lGITAUPk,0.882,0.893,7,-1.31,0.106,0.158,5.76e-05,0.0876,0.656,Perreo para barrer el piso con la cola,0
Tu Sicaria,Ms Nina,6L3dKN1gZU74cStCIgA0yS,6fatMybX8VmHUpaxVcXzrz,0.752,0.905,0,-7.072,0.0515,0.0527,0.000242,0.173,0.689,Perreo para barrer el piso con la cola,0
Le Encanta,Alu Mix,6L3dKN1gZU74cStCIgA0yS,2cX3Om7xlCQxKRYo1ofvOM,0.786,0.715,6,-6.802,0.0738,0.115,8.59e-05,0.382,0.688,Perreo para barrer el piso con la cola,0
Harta Demencia,DJ Marley Mendieta,6L3dKN1gZU74cStCIgA0yS,471StZvf1vlobb5RZrdNQL,0.873,0.778,0,-5.228,0.0947,0.102,0.00963,0.0274,0.677,Perreo para barrer el piso con la cola,0
Tu Pones la Hora y Yo Le Caigo,DJ Cobra Monterrey,6L3dKN1gZU74cStCIgA0yS,4AJzH1HTwBcfxTH5F2hO4g,0.856,0.787,6,-4.066,0.0938,0.1,0.00129,0.296,0.797,Perreo para barrer el piso con la cola,0
Perreo Católico 1 (Abemus),DJ Liendro,6L3dKN1gZU74cStCIgA0yS,4AIHu0D1oHlq99eRYYAfWM,0.851,0.785,10,-3.387,0.144,0.115,0.0102,0.164,0.333,Perreo para barrer el piso con la cola,0
En 20 Uñas (feat. Don Chezina),Jamsha,6L3dKN1gZU74cStCIgA0yS,0J8u0TbIYsn2Ezm6AMc4r6,0.828,0.875,0,-3.805,0.0965,0.0409,0.00773,0.252,0.926,Perreo para barrer el piso con la cola,0
El Goloso,RD Maravilla,6L3dKN1gZU74cStCIgA0yS,68QtlyBrzD98s4phcL1fx2,0.846,0.918,10,-4.547,0.147,0.0601,0.00294,0.363,0.561,Perreo para barrer el piso con la cola,0
Todavia,La Factoria,6L3dKN1gZU74cStCIgA0yS,5wPhERt9izm1T45aFXDWPe,0.785,0.901,7,-3.205,0.0553,0.0867,0.000271,0.0903,0.6,Perreo para barrer el piso con la cola,0
Contacto en Cuarto,Stiv,6L3dKN1gZU74cStCIgA0yS,3Dn5aGC1wsVF71EecAh2Su,0.89,0.661,1,-6.392,0.155,0.045,0.000417,0.0676,0.665,Perreo para barrer el piso con la cola,0
Lola,El Predicador,6L3dKN1gZU74cStCIgA0yS,0ZQEvvPjwHeASV8reFI1At,0.799,0.83,10,-4.185,0.0673,0.31,0.0,0.273,0.971,Perreo para barrer el piso con la cola,0
Guatauba - Remastered,DJ Bull Blood,6L3dKN1gZU74cStCIgA0yS,7EgzelA4pKViZdaWfY7Zjf,0.811,0.77,2,-7.338,0.0824,0.0049,0.0356,0.23,0.572,Perreo para barrer el piso con la cola,0
Te Lo Tiro Pa' Que Baile - Remastered,DJ Bull Blood,6L3dKN1gZU74cStCIgA0yS,0B7HZFCE7IQT9yRYuHFDPk,0.724,0.904,4,-6.416,0.0922,0.0108,0.000237,0.171,0.964,Perreo para barrer el piso con la cola,0
Chica Ven Pa' Aca,Plan B,6L3dKN1gZU74cStCIgA0yS,5mmh6YyxJeS34vAe4M447R,0.837,0.725,1,-3.908,0.044,0.014,0.00176,0.177,0.486,Perreo para barrer el piso con la cola,0
La Vecinita,Vico C,6L3dKN1gZU74cStCIgA0yS,0dUkdZ8oXfdDhSFGJOQz5v,0.928,0.644,11,-5.943,0.261,0.0812,0.0,0.0629,0.852,Perreo para barrer el piso con la cola,0
Vamo a Busal,Jowell & Randy,6L3dKN1gZU74cStCIgA0yS,7Ilr05RcpAJHeT489zG0fS,0.626,0.865,2,-3.325,0.162,0.015,0.0,0.309,0.695,Perreo para barrer el piso con la cola,0
Fin de Semana,Stiv,6L3dKN1gZU74cStCIgA0yS,6DLw8XuzlhReXiM2ZUI7m7,0.887,0.673,0,-5.735,0.232,0.162,0.0,0.0867,0.887,Perreo para barrer el piso con la cola,0
Te Ves Buena,El General,6L3dKN1gZU74cStCIgA0yS,56vD8HM5H08hknJtMcNHOP,0.808,0.869,7,-6.971,0.0509,0.305,0.0,0.0983,0.848,Perreo para barrer el piso con la cola,0
Papi Shampu,Papichamp,6L3dKN1gZU74cStCIgA0yS,4xFRr6JeXB0hS6XkEAvnkF,0.629,0.763,7,-5.572,0.0926,0.0831,0.00388,0.0455,0.886,Perreo para barrer el piso con la cola,0
Hasta Abajo,Kid Moonsta,6L3dKN1gZU74cStCIgA0yS,0AKg6A1hWvC45JGw1DgHsH,0.562,0.935,2,-1.048,0.0656,0.163,0.681,0.0679,0.339,Perreo para barrer el piso con la cola,0
Suena Perreo,Uzielito Mix,6L3dKN1gZU74cStCIgA0yS,5DizCtWxvshIngUI3SqQ86,0.749,0.843,3,-4.333,0.0318,0.0236,0.0,0.0544,0.702,Perreo para barrer el piso con la cola,0
Ay Pablito Qué Rico! (feat. Mawe),Pablito Mix,6L3dKN1gZU74cStCIgA0yS,6v7445IeNm2rwJIeEoIGz1,0.81,0.551,11,-5.931,0.079,0.208,0.000786,0.0445,0.962,Perreo para barrer el piso con la cola,0
Ella Fuma,Plan B,6L3dKN1gZU74cStCIgA0yS,4IYxcqhcFFJ025qfWJeulF,0.8,0.729,9,-2.897,0.144,0.101,0.0,0.316,0.836,Perreo para barrer el piso con la cola,0
Cumbia,Mad Fuentes,6L3dKN1gZU74cStCIgA0yS,3daqXXD6WTk3dZJQRbOjRY,0.904,0.51,5,-8.802,0.31,0.069,0.0,0.133,0.876,Perreo para barrer el piso con la cola,0
Estamos En On,Oscarr G,6L3dKN1gZU74cStCIgA0yS,6MS9NdLonjMrxmvy9szvgE,0.726,0.644,2,-7.479,0.139,0.651,5.73e-06,0.221,0.871,Perreo para barrer el piso con la cola,0
Ella Me Levanto,Daddy Yankee,6L3dKN1gZU74cStCIgA0yS,3AZXqe3LGCFD4r6YFJgaK3,0.76,0.899,5,-4.744,0.0677,0.0743,0.0,0.212,0.767,Perreo para barrer el piso con la cola,0
La Chinita de los Ojos Cafés,Golpe a Golpe,6L3dKN1gZU74cStCIgA0yS,6SxDyZv0icnCfTS9WBaa4j,0.88,0.74,9,-3.833,0.244,0.0966,0.0,0.158,0.858,Perreo para barrer el piso con la cola,0
Los Angeles,Ms Nina,6L3dKN1gZU74cStCIgA0yS,2navl1YHbuMoteIz3NVRVs,0.78,0.915,10,-5.843,0.0841,0.0121,0.00181,0.031,0.866,Perreo para barrer el piso con la cola,0
La Mona,El Habano,6L3dKN1gZU74cStCIgA0yS,6pENS44lYdpUb800IbaIJB,0.684,0.717,4,-5.843,0.353,0.00548,0.00077,0.351,0.739,Perreo para barrer el piso con la cola,0
Dile,Don Omar,6L3dKN1gZU74cStCIgA0yS,2Nf6VvmpR3LqSLfHvsduMD,0.676,0.705,4,-7.503,0.16,0.178,7.55e-05,0.0561,0.711,Perreo para barrer el piso con la cola,0
Pose,Mad Fuentes,6L3dKN1gZU74cStCIgA0yS,59c5gZVFtxI4dExQV6xRgB,0.886,0.706,2,-5.573,0.212,0.0245,5.31e-05,0.0596,0.675,Perreo para barrer el piso con la cola,0
Ruleta Rusa,Kid Moonsta,6L3dKN1gZU74cStCIgA0yS,7nMTO0dHnwrqJTBla8sk4o,0.686,0.659,6,-7.042,0.041,0.162,0.00147,0.418,0.22,Perreo para barrer el piso con la cola,0
Piropo,Noriel,6L3dKN1gZU74cStCIgA0yS,5YrjfKuFd0pMmYTGeRDV6X,0.866,0.747,9,-5.748,0.0725,0.122,0.0218,0.0403,0.772,Perreo para barrer el piso con la cola,0
Perra,Elilluminari,6L3dKN1gZU74cStCIgA0yS,53GuGDwZqQUA9kATFaV7sS,0.938,0.619,7,-5.778,0.431,0.126,3.29e-06,0.591,0.539,Perreo para barrer el piso con la cola,0
Anormal,LOOJAN,6L3dKN1gZU74cStCIgA0yS,0eBUUgZfjPeuY9djJ5o5t4,0.817,0.891,11,-3.121,0.0735,0.0729,1.9e-06,0.263,0.282,Perreo para barrer el piso con la cola,0
+ Calma :(,C. Román,6L3dKN1gZU74cStCIgA0yS,49apcCIBNZRyZamk8tInNj,0.633,0.63,2,-5.076,0.0418,0.288,4.31e-05,0.147,0.615,Perreo para barrer el piso con la cola,0
Yo Perreo Sola,Bad Bunny,6L3dKN1gZU74cStCIgA0yS,0SqqAgdovOE24BzxIClpjw,0.86,0.758,11,-5.16,0.0695,0.021,6.54e-05,0.344,0.453,Perreo para barrer el piso con la cola,0
Safaera,Bad Bunny,6L3dKN1gZU74cStCIgA0yS,2DEZmgHKAvm41k4J3R2E9Y,0.607,0.829,2,-4.074,0.379,0.0103,0.0,0.107,0.685,Perreo para barrer el piso con la cola,0
Te Encojona,Bootyzilla,6L3dKN1gZU74cStCIgA0yS,4YVxHj6E8UpY9RfM20RyUG,0.832,0.708,11,-6.5,0.257,0.156,0.00142,0.403,0.702,Perreo para barrer el piso con la cola,0
Culo,Pitbull,6L3dKN1gZU74cStCIgA0yS,5lYX9tp6KxYwPfnNGZpEE6,0.858,0.656,6,-4.96,0.358,0.114,0.0,0.141,0.969,Perreo para barrer el piso con la cola,0
Morado,J Balvin,6L3dKN1gZU74cStCIgA0yS,3mQ6SLdxxaL52Yte7KF2Ks,0.881,0.696,11,-3.838,0.0797,0.137,4.13e-05,0.0927,0.781,Perreo para barrer el piso con la cola,0
Se Preparó,Kid Moonsta,6L3dKN1gZU74cStCIgA0yS,50QKzgxB4Xxvltj3z4cEV5,0.878,0.688,2,-6.522,0.0794,0.163,0.000943,0.106,0.384,Perreo para barrer el piso con la cola,0
Tibiri Tabara - feat. Uzielito Mix,Michael G,6L3dKN1gZU74cStCIgA0yS,2Ulyr7Y5DFPnH7Qo3qxvFL,0.703,0.809,5,-2.62,0.0542,0.267,0.0,0.288,0.925,Perreo para barrer el piso con la cola,0
Brrr,DJ Pedro Fuentes,6L3dKN1gZU74cStCIgA0yS,3bG0JTjnwsE2zVkkvtQY0U,0.912,0.742,1,-6.2,0.106,0.00777,5.17e-05,0.164,0.464,Perreo para barrer el piso con la cola,0
Arabe Slug,DJ Yayo,6L3dKN1gZU74cStCIgA0yS,5OhzbBg1cTvHXPwWdJnMcW,0.867,0.844,0,-3.775,0.0724,0.0291,0.0076,0.0876,0.136,Perreo para barrer el piso con la cola,0
Gata Fiera (feat. Joan),Trebol Clan,6L3dKN1gZU74cStCIgA0yS,3UnbRNCJlDzSKz5Yq0dIOs,0.739,0.797,6,-9.92,0.0458,0.266,0.341,0.15,0.836,Perreo para barrer el piso con la cola,0
Jala,Mad Fuentes,6L3dKN1gZU74cStCIgA0yS,6YTCFgpzW3er5Jby5bbzxL,0.817,0.735,2,-4.04,0.0742,0.0113,0.00438,0.0582,0.722,Perreo para barrer el piso con la cola,0
La Calle es de Nosotros - Remix,El Fother,6L3dKN1gZU74cStCIgA0yS,2jBlDIG1zQwF9XBQqxAv5O,0.878,0.853,11,-3.287,0.143,0.0255,0.000645,0.566,0.832,Perreo para barrer el piso con la cola,0
Culo Arabe,DJ Tona,6L3dKN1gZU74cStCIgA0yS,78ubyirAnt5zMoULwGfwRB,0.832,0.731,1,-5.15,0.0416,0.0385,0.0291,0.537,0.483,Perreo para barrer el piso con la cola,0
Son las Doce,Daddy Yankee,6L3dKN1gZU74cStCIgA0yS,34mPyKcAeoNPpBxfIBMVer,0.816,0.853,0,-7.05,0.167,0.303,4.46e-06,0.267,0.869,Perreo para barrer el piso con la cola,0
Golosa,Isabella Lovestory,6L3dKN1gZU74cStCIgA0yS,1uzlm6uA89AY1FYJ5dZRfp,0.793,0.805,6,-3.318,0.087,0.0851,0.000113,0.118,0.356,Perreo para barrer el piso con la cola,0
te pongo mal(prendelo),Kali Uchis,6L3dKN1gZU74cStCIgA0yS,36Qi2bHMzLMQIHApHFytgv,0.686,0.71,1,-7.884,0.0731,0.00299,0.000182,0.167,0.846,Perreo para barrer el piso con la cola,0
Intro Telefono Perreo,Dam Dam,6L3dKN1gZU74cStCIgA0yS,2plgCBmfVrKZyqcTJ2IQ45,0.855,0.746,6,-3.93,0.105,0.0853,0.443,0.0819,0.239,Perreo para barrer el piso con la cola,0
Buyaka,Kid Moonsta,6L3dKN1gZU74cStCIgA0yS,6Uh1xFi8PE2mQVteyiaYUI,0.744,0.734,10,-5.563,0.29,0.188,0.0,0.09,0.858,Perreo para barrer el piso con la cola,0
Perreo Como Antes,Dj Bekman,6L3dKN1gZU74cStCIgA0yS,5InIuRBCKBEiSboJnliVQo,0.813,0.769,9,-5.16,0.0677,0.184,0.000496,0.0757,0.377,Perreo para barrer el piso con la cola,0
"Lo Que Pasó, Pasó",Daddy Yankee,6L3dKN1gZU74cStCIgA0yS,6z5Xrx58p5Bs18RIe6KXbI,0.816,0.747,8,-6.468,0.0411,0.102,0.0,0.263,0.848,Perreo para barrer el piso con la cola,0
El Phillie,Dj Joe,6L3dKN1gZU74cStCIgA0yS,7HHWEL0E0rnw0sZoIAlJq1,0.841,0.728,11,-5.789,0.0463,0.156,8.37e-05,0.113,0.703,Perreo para barrer el piso con la cola,0
Intro Pablo Escobar - Guaracha Zapateo & Aleteo,Reggaeton bachata Hit,6L3dKN1gZU74cStCIgA0yS,67uiFFAdGM0n9FAfj0Wmee,0.861,0.806,4,-5.034,0.103,0.298,0.0111,0.148,0.65,Perreo para barrer el piso con la cola,0
Lento Pa Arriba Lento Pa Bajo,Nfasis,6L3dKN1gZU74cStCIgA0yS,5oNCEOGlRkL5LUaUqjI21G,0.565,0.876,11,-3.816,0.259,0.216,0.0109,0.247,0.605,Perreo para barrer el piso con la cola,0
Los Bellacos (feat. El Bellaco),Pablito Mix,6L3dKN1gZU74cStCIgA0yS,1ZG8xuyVnlM5U2uMdu70nP,0.737,0.837,1,-6.281,0.0448,0.179,0.00194,0.125,0.539,Perreo para barrer el piso con la cola,0
Mi Egipcia (Dale Movimiento),Tony Warrior,6L3dKN1gZU74cStCIgA0yS,3CFo1gkjvKI8I3LBZehA2c,0.734,0.871,9,-4.662,0.0423,0.288,0.0,0.113,0.964,Perreo para barrer el piso con la cola,0
Mega Ñengo Flow,Mister Remix,6L3dKN1gZU74cStCIgA0yS,0YwwLaqTTIERZDb6C62PZR,0.755,0.928,11,-2.317,0.319,0.124,0.0,0.402,0.88,Perreo para barrer el piso con la cola,0
Yamilette,Daddy Yankee,6L3dKN1gZU74cStCIgA0yS,3huQBVRw4WCttRmU37UqSj,0.931,0.544,10,-8.78,0.327,0.00828,0.0,0.102,0.669,Perreo para barrer el piso con la cola,0
Take Me to Church,Hozier,37i9dQZF1DZ06evO1xnOx2,0aOluBqXYd0rFSCsgDyAWX,0.575,0.664,4,-5.303,0.0481,0.637,0.0,0.116,0.437,This is Hozier,1
Cherry Wine - Live,Hozier,37i9dQZF1DZ06evO1xnOx2,0bZ52QzCCKfrfOqs7za6lI,0.415,0.11,1,-14.901,0.0388,0.951,0.00234,0.0962,0.234,This is Hozier,1
Someone New,Hozier,37i9dQZF1DZ06evO1xnOx2,0efT4YKQLQx2YHbp6vgRX8,0.446,0.533,7,-5.955,0.046,0.427,3.26e-06,0.332,0.58,This is Hozier,1
Work Song,Hozier,37i9dQZF1DZ06evO1xnOx2,4Vc3bzFxXdrABa2DxgyCMT,0.531,0.359,10,-7.672,0.0619,0.749,0.0,0.112,0.254,This is Hozier,1
Better Love - From The Legend of Tarzan - Single version,Hozier,37i9dQZF1DZ06evO1xnOx2,6LOGgSwHUaBp9MESQxbVBJ,0.389,0.802,0,-3.438,0.0616,0.0307,2.63e-06,0.0862,0.4,This is Hozier,1
From Eden,Hozier,37i9dQZF1DZ06evO1xnOx2,2XRCxFtPqSsnY94jZCFuYu,0.399,0.672,0,-5.506,0.05,0.584,2.45e-05,0.118,0.285,This is Hozier,1
Sedated,Hozier,37i9dQZF1DZ06evO1xnOx2,2YRJxFhJQQvUsf14rXpvBD,0.661,0.592,9,-5.215,0.027,0.184,1.88e-05,0.102,0.256,This is Hozier,1
Like Real People Do,Hozier,37i9dQZF1DZ06evO1xnOx2,7K6LFPfjdnN6QqvGzhvpRO,0.54,0.178,7,-14.33,0.0308,0.921,0.377,0.106,0.145,This is Hozier,1
It Will Come Back,Hozier,37i9dQZF1DZ06evO1xnOx2,13CyXxYgWD9N5KwWqRYU1U,0.501,0.446,0,-7.7,0.0338,0.379,4.83e-06,0.159,0.154,This is Hozier,1
Foreigner's God,Hozier,37i9dQZF1DZ06evO1xnOx2,3kR1DF3AAFCzOtzMIErJ4H,0.503,0.445,8,-7.624,0.0292,0.163,0.000475,0.111,0.382,This is Hozier,1
In a Week - Live From Spotify London,Hozier,37i9dQZF1DZ06evO1xnOx2,2b7aqGkXjVARTFcA0ivbjZ,0.476,0.313,9,-9.725,0.0569,0.927,2.03e-06,0.663,0.306,This is Hozier,1
"To Be Alone - Live at the Pepper Canister Church, Dublin, Ireland - December 2013",Hozier,37i9dQZF1DZ06evO1xnOx2,41JqWkBv5VC8bBP4I1uPDN,0.516,0.126,0,-13.132,0.0448,0.861,1.37e-05,0.709,0.275,This is Hozier,1
To Be Alone - Live from Spotify SXSW 2014,Hozier,37i9dQZF1DZ06evO1xnOx2,1GFQ9s7JF1odIlOCCQ5re0,0.637,0.184,0,-8.182,0.0347,0.557,5.65e-06,0.633,0.176,This is Hozier,1
Arsonist's Lullabye,Hozier,37i9dQZF1DZ06evO1xnOx2,1UWhx0pFZccP4jdCIZsj7U,0.463,0.373,6,-10.666,0.0362,0.673,0.0745,0.118,0.184,This is Hozier,1
Angel of Small Death and the Codeine Scene,Hozier,37i9dQZF1DZ06evO1xnOx2,3wT3WDdQrsST19f1I08Z1N,0.311,0.656,4,-6.752,0.0952,0.163,7.05e-06,0.126,0.297,This is Hozier,1
Jackie and Wilson,Hozier,37i9dQZF1DZ06evO1xnOx2,0PywzrV955BnXDC8FHAf0n,0.563,0.727,6,-4.202,0.036,0.0579,7.59e-06,0.0937,0.745,This is Hozier,1
Jackie And Wilson - Live,Hozier,37i9dQZF1DZ06evO1xnOx2,3zG2g8c51Rkqs55kVwbEFa,0.254,0.799,6,-5.076,0.043,0.212,6.27e-06,0.953,0.766,This is Hozier,1
Take Me to Church - Live From Spotify London,Hozier,37i9dQZF1DZ06evO1xnOx2,6d0wEqM0jJTNv1asKflGGi,0.624,0.217,2,-9.54,0.0481,0.859,0.0,0.7,0.287,This is Hozier,1
Tell It To My Heart,MEDUZA,37i9dQZF1DZ06evO1xnOx2,46nvQpUDsxpS08UTFOeKTA,0.539,0.715,11,-6.639,0.0595,0.0265,0.0,0.609,0.489,This is Hozier,1
The Bones - with Hozier,Maren Morris,37i9dQZF1DZ06evO1xnOx2,1yTTMcUhL7rtz08Dsgb7Qb,0.561,0.597,11,-6.0,0.0405,0.286,0.0,0.0979,0.355,This is Hozier,1
Almost (Sweet Music),Hozier,37i9dQZF1DZ06evO1xnOx2,5Apvsk0suoivI1H8CmBglv,0.523,0.687,7,-5.601,0.105,0.0215,2.86e-06,0.203,0.711,This is Hozier,1
